ROW_ID,V1T27_1921,PR,CD_NO,CSD_NO,PR_CD_CSD,CSD_TYPE,POP_TOT_1921,Founded,Founded_context,Incorporated,Incorporated_context,Railway_arrives,Railway_lines,First_post_office,Post_office_context,First_church,First_church_context,First_school,First_school_context,Residential_school,Medical,Medical_context,Justice_system,Justice_system_context,First_cemetery,Cemeteries_context,First_newspaper,Newspapers,Colonization_companies,Colonization_companies_context,Land_office_established,Digital_local_history_source
4142,SK181031,SK,181,31,Bradwell,VL,84,1907.0,"Originally called Sunny Plain, later changed to Bradwell.",1912.0,,1907.0,"GTPR, CPR",1906,1906 - First postmaster appointed.,,Info on churches missing from source book.,1919.0,1919 - First school built in Bradwell.,,1908.0,1908 - First doctor (Dr. Rublee) in Bradwell.,,Undated - First village constable (C. J. Amy) in Bradwell.,1904.0,1904 - Earliest burial in Bradwell Cemetery,,,,,,
4257,SK183042,SK,183,42,Landis,VL,145,1907.0,,1909.0,,1908.0,"GTPR, CPR",1907,1907 - First postmaster appointed.,1908.0,1908 - Unnamed Presbyterian church; 1909 - Congregational Church Institute; ,1909.0,1909 - First school in Landis opened.,,1912.0,1912 - Early doctor (N. L. Phoenix) in Landis.,1915.0,1915 - RNWMP Division C active in the Landis area.,1910.0,1910 - Earliest burial in Landis Cemetery.,1916.0,1916-1953 - The Landis Record,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1O9Z4JP6
4245,SK183030,SK,183,30,Wilkie,T,778,1907.0,1907 - Founded by a member of the Luse Land Company.,1911.0,"Can only find the official incorporation date as a town, not a village.",1908.0,"CPR, GTPR",1907,1907 - First postmaster appointed and first post office built.,1908.0,1908 - St. Paul's Anglican Church; 1908 - Wilkie Methodist Church; 1925 - The Baptist Church; 1927 - St. John the Baptist Roman Catholic Church,1909.0,1909 - A two-room public school opened.,,1929.0,"1929 - The Wilkie Union Hospital opened. The first private cottage hospital, had opened in 1911.",1908.0,1908 - The first RNWMP detachment at Wilkie opened.,1911.0,1911 - Wilkie Cemetery was created.,1908.0,1908 - The Wilkie Press,1907.0,1907 - The Luse Land Company,,https://digitalcollections.ucalgary.ca/archive/Wilkie--Saskatchewan--1908-1988---Volume-1-2R3BF1F5JD8H6.html
4007,SK178028,SK,178,28,Leader,T,765,1907.0,"1907 - Originally named Prussia, renamed Leader in 1917 due to anti-German sentiment during WWI.",1913.0,,1913.0,CPR,1907,1907 - First postmaster appointed. 1912 - First post office built.,1911.0,1911 - St. John Lutheran Church; 1913 - Peace Lutheran Church; 1913 - Zions Congregational Church; 1914 - Unnamed Methodist church; 1914 - Jewish services were held but no synagogue was built; 1916 - Little Flower Roman Catholic Church; 1916 - Leader German Baptist Church,1913.0,1913 - First recorded date of one-room schoolhouse.,,1938.0,1938 - Leader Hospital (No. 1 Hospital) was built. First cottage hospital was opened in 1922.,1905.0,1905 - RWNMP detachment arrived in the area.,1914.0,1914 - Leader Public Cemetery established.,1915.0,1915 - The Enterprise Paper (later renamed to The Leader Enterprise),,,,
4164,SK181053,SK,181,53,Viscount,VL,315,1907.0,,1908.0,,1908.0,"CPR, GTPR",1908,1908 - First postmaster appointed.,1908.0,1908 - St. Alphonse Roman Catholic Church; 1909 - St. Paul Anglican Church; 1911 - Unnamed Methodist church; 1919 - Bethania Lutheran Church; ,1909.0,1909 - First schoolhouse opened.,,1908.0,1908 - First doctor (R. Holden Love) in Viscount.,1913.0,"1913 - A cell (jail cell?) was mentioned as constructed in the city hall, but no mention of town police or RWNMP postings.",1906.0,1906 - Earliest burial in Viscount Union Cemetery.,1910.0,1910 - The Viscount Sun,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1F5JAVHG
3966,SK177038,SK,177,38,Eyebrow,VL,246,1907.0,The townsite was established in 1907 after the CPR grade came through Eyebrow in 1906.,1909.0,,1908.0,CPR,1908,1908 - First postmaster appointed.,1909.0,1909 - Eyebrow Methodist Church; 1910 - Eyebrow Presbyterian Church; 1913 - St. Anne's Anglican Church,1908.0,1908 - First school in Eyebrow opened.,,1907.0,1907 - First doctor in Eyebrow (Thomas Porter).,,,1906.0,1906 - Earliest burial in Eyebrow Cemetery.,1909.0,1909 - The Eyebrow Herald,,,,
4201,SK182034,SK,182,34,Kinley,VL,92,1907.0,,1909.0,,1908.0,"GTPR, CPR",1908,1908 - First postmaster appointed.,1908.0,1908 - St. John's Anglican Church,1909.0,1909 - First school built in Kinley.,,,,,,1904.0,1904 - Earliest burial in Wheatfield Cemetery.,,,,,,
4145,SK181034,SK,181,34,Colonsay,VL,183,1907.0,,1910.0,,1908.0,"CPR, GTPR",1908,1908 - First postmaster appointed.,1908.0,1908 - St. Matthias Anglican Church; 1917 - Colonsay Methodist Church; 1918 - St. Mary's Roman Catholic Church; ,1909.0,1908 or 1909 - First school in Colonsay built.,,1911.0,1911 - Earliest dated doctor (Dr. Malloy) in Colonsay.,,,1908.0,1908 - Earliest burial in Colonsay Municipal Cemetery,,,,,,
4146,SK181035,SK,181,35,Drake,VL,99,1907.0,,1910.0,,1907.0,CPR,1908,1908 - First postmaster appointed.,1907.0,1907 - North Star Mennonite Church; 1922 - Drake Union Church,1910.0,1910 - First school opened in Drake.,,,,,,1905.0,1905 - Earliest burial in North Star Mennonite Cemetery; 1911 - Earliest burial in Drake Community Cemetery ,,,,,,
3918,SK176059,SK,176,59,Odessa,VL,254,1907.0,"Settlers began arriving in 1901, townsite was originally called Moserville, then Magna, now Odessa. Site was surveyed in 1907.",1911.0,,1907.0,CNoR,1908,1908 - First postmaster appointed.,1909.0,1908 or 1909 - Holy Family Catholic Church; 1911 - Odessa Presbyterian Church.,1914.0,1914 - First school in Odessa opened.,,,,,,1910.0,1910 - Earliest burial in Holy Family Roman Catholic Cemetery; ,,,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1F6PXEGX
4431,SK187024,SK,187,24,Edam,VL,186,1907.0,"Settlement in the area started in the late 1800s, but the townsite was established in the late 1900s.",1911.0,,1911.0,CNoR,1908,1908 - First postmaster appointed.,1912.0,1912 - Unnamed Presbyterian church,1908.0,1908 - Rayleigh School District #2256 formed. No dates given for school opening or construction; 1919 - Edam Roman Catholic Separate School built.,,1917.0,1917 - Lady Minto Hospital opened in Edam.,1909.0,1909 - RWNMP barracks in Edam.,1914.0,1914 - Edam Cemetery established.,,,,,,
4342,SK185032,SK,185,32,Beatty,VL,91,1907.0,,1921.0,,1905.0,CNoR,1908,1908 - First postmaster appointed.,1909.0,1909 - Beatty Methodist-United church; 1915 - St. James Anglican Church,1923.0,1923 - First school opened in Beatty townsite. Prior school outside of Beatty was built in 1907.,,,"""Beatty relies on medical care in Melfort.""",,,1917.0,1917 - Earliest burial in Beatty Cemetery.,,,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1O3WOB5I
4189,SK182022,SK,182,22,Biggar,T,1535,1907.0,,1909.0,,1908.0,"CPR (first), GTPR (established division point in Biggar 1910)",1909,1909 - First postmaster appointed.,1909.0,1905 - Unnamed Catholic Church; 1909 - St. Gabriel's Catholic Church; 1910 - Third Avenue United (Union) Church,1910.0,1910 - Biggar Public School,,1923.0,1923 - St. Margaret's Hospital,,,1907.0,"Exact date unknown - The Biggar Cemetery was established in the ""early 1900s"".",1909.0,1909 - The Biggar World (renamed The Biggar Independent in 1910),,,,https://archives.algomau.ca/main/sites/default/files/2012-21_002_021.pdf
4241,SK183026,SK,183,26,Kindersley,T,1003,1907.0,1907 - First settlers in the area.,1910.0,,1910.0,CNoR - date of railway arrival unclear,1909,1909 - First postmaster appointed.,1909.0,1909 - St. Paul's United (Methodist) Church (earliest record I could find online),1911.0,1911 - McKenzie School,,1912.0,1912 - a private hospital; 1915 - a municipal hospital,1910.0,1910 - Kindersley detachment established,1914.0,1914 - Earliest burial in Kindersley Cemetery. ,1914.0,1910 or 1914 - The Kindersley Clarion (dates inexact - 1914 is the first primary source found but others suggest 1910),,,,
3835,SK175032,SK,175,32,Bangor,VL,110,1907.0,,1911.0,,1907.0,GTPR,1909,1909 - First postmaster appointed.,1910.0,1910 - St. David's Anglican Church; 1912 - Welsh Methodist Church,1907.0,1907 - First school opened in Bangor (St. David's School District).,,1913.0,"1913 - Dr. Sahlmark appointed as medical health officer, unclear if he was a resident of Bangor.",1912.0,1912 - Early village constable (S. W. Havard) appointed.,1897.0,1897 - Earliest burial in Bangor Community Cemetery.,,,1902.0,"1902 - No company, but settler Evan Jenkins was instrumental in the immigration of Patagonian Welsh settlers to Bangor.",,
3754,SK173039,SK,173,39,Mossbank,VL,303,1907.0,,1915.0,,1912.0,1912 - CNoR; 1913 - CPR,1909,1909 - First postmaster appointed.,1917.0,1917 - St. Louis Roman Catholic Church; 1918 - St. Luke's Anglican Church; 1923 - First Methodist Church,1912.0,1912 - First school in Mossbank.,,,,1922.0,1922 - Earliest dated mention of a town constable in Mossbank (Charlie Hill).,1916.0,1916 - Earliest burial in Mossbank Lutheran Cemetery; 1917 - Earliest burial in Mossbank Community Cemetery,,,,,,
3910,SK176051,SK,176,51,Kendal,VL,147,1907.0,,1919.0,,1907.0,CNoR (rails reached Kendal in 1905 but didn't open to traffic until 1907),1910,1910 - First postmaster appointed.,1917.0,1917 - St. Ignatius Roman Catholic Church,1910.0,1910 - First school in Kendal opened (Silver Hills School District).,,,,,,1906.0,1906 - Earliest burial in St. Ignatius Roman Catholic Cemetery.,,,,,,
4049,SK179021,SK,179,21,Arran,VL,142,1907.0,,1916.0,,1906.0,CNoR,1911,1911 - First postmaster appointed.,1918.0,Undated but early - Ukrainian Orthodox Church; 1918 - St. John The Baptist Ukrainian Catholic Church (may have been built in 1917),1915.0,1915 - First schoolhouse built in Arran.,,1920.0,"1920 - Dr. Gibson of Pelly appointed Medical Health Officer for Arran, then later that year, that role is given to a Dr. Baldwin. Unclear if Dr. Baldwin lived in Arran.",1921.0,1921 - First mention of a village constable (A. G. Denny).,1909.0,1909 - Earliest burial in Arran Ukrainian Cemetery; 1914 - Earliest burial in Arran (Nahnybida) Ukrainian Catholic Cemetery,1912.0,"1912 - Earliest date associated with the Arran Arrow, but may have been established later.",,,,
4354,SK185044,SK,185,44,Laird,VL,176,1908.0,,1911.0,,1910.0,CNoR,1900,1900 - First postmaster appointed.,1910.0,1910 - Laird Mennonite Church; 1911 - Mennonite Brethren Church moved into Laird,1910.0,1910 - First schoolhouse in Laird opened.,,,,,,1910.0,1910 - Earliest burial in All Faiths Cemetery,,,,,,
3975,SK177047,SK,177,47,Rush Lake,VL,109,1908.0,,1911.0,,1882.0,CPR,1903,1903 - First postmaster appointed.,,"Church history in Rush Lake unclear, unsure if any churches were built prior to 1925.",1909.0,1909 - First school in Rush Lake opened.,,1928.0,1918 - First temporary nurse (Brenda Dow) in Rush Lake to deal with the flu epidemic; 1928 - First resident doctor (Dr. Richards) in Rush Lake.,1911.0,1911 - First village constable (John Klassen) in Rush Lake.,1910.0,1910 - Earliest burial in Rush Lake Cemetery,,,,,,
4140,SK181029,SK,181,29,Allan,VL,197,1908.0,,1910.0,,1907.0,"GTPR, CPR",1904,1904 - First postmaster appointed.,1910.0,1910 - St. Aloysius Roman Catholic Church; Prior to 1913 - Allan Methodist Church,1915.0,1915 - First schoolhouse in Allan.,,,Undated - early doctor in Allan (Dr. McKay).,1912.0,1912 - Mention of an NWMP member being stationed in Allan.,1910.0,1910 - Earliest burial in Allan IOOF Cemetery; 1918 - Earliest burial in St. Aloysius Roman Catholic Cemetery;,1910.0,1910 - The Allan Tribune,1908.0,1908 - Grand Trunk Pacific Town and Development Company,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1OJB1JZP
4149,SK181038,SK,181,38,Elbow,VL,286,1908.0,"Settlement in the area began in 1903, but the townsite was established in 1908.",1909.0,,1909.0,CPR,1906,1906 - First postmaster appointed.,,Church history not available.,,School history not available. May have been in Morning Star School District #1701.,,1909.0,1909 - Early doctor (Dr. Rolph) mentioned.,1910.0,1910 - RNWMP depot recorded in Elbow.,1905.0,1905 - Earliest burial in Elbow Cemetery.,1909.0,1909 - Elbow Graphic,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1F3JINPY
4211,SK182044,SK,182,44,Swanson,VL,59,1908.0,,1913.0,,1911.0,- CNoR (dat e unclear),1907,1907 - First postmaster appointed.,1916.0,1916 - St. Andrew Anglican Church,1914.0,1914 - First school moved into Swanson.,,1916.0,1916 - Early village doctor (Dr. Chapman) in Swanson.,,,1909.0,1909 - Earliest burial in Swanson Cemetery.,,,,,,
4137,SK181026,SK,181,26,Outlook,T,704,1908.0,"1908 - CPR began advertising lots, though some settlers had been there earlier.",1908.0,,1909.0,"CPR, CNoR",1908,1908 - First postmaster and first post office.,1909.0,1909 - St. Mark's Anglican Church; 1909 - St. Andrew's Presbyterian Church,1911.0,1911 - First dedicated school for Outlook School District #2444 was built.,,1942.0,1942 - The J. W. Fraser Home hospital,1909.0,1909 - Nine men were sworn in as policemen. 1910 - RNWMP had a depot in Outlook.,,"I cannot find an establishing date for the Outlook Cemetery. Earliest mention of a burial I could find was between 1910-1924, but was not specific.",1909.0,1909 - The Outlook,1905.0,1905 - The Saskatchewan Valley Land Company,,https://digitalcollections.ucalgary.ca/archive/Milestones---Memories-2R3BF1SJLDQT3.html
4096,SK180026,SK,180,26,Jansen,VL,164,1908.0,,1908.0,,1909.0,CPR,1908,1908 - First postmaster appointed.,1908.0,1908 - Anglican Christ Church; 1912 - Zion Lutheran Church moved to Jansen,1910.0,1909 or 1910 - First school opened in Jansen.,,1913.0,1913 - First resident doctor (Dr. Downing).,1913.0,1913 - Earliest mentioned village constable (Dan Krause).,1907.0,1907 - Earliest burial in Jansen Cemetery.,,,,1903 - Saskatchewan Valley Land Company.,,
4027,SK178048,SK,178,48,Webb,VL,259,1908.0,,1910.0,,1882.0,CPR,1908,1908 - First postmaster appointed.,1922.0,"St. Mary's Anglican Church (undated, but likely built prior to 1910); 1922 - Webb Presbyterian Church; 1923 - Webb Roman Catholic Church",1910.0,1910 - First school in Webb opened.,,,"Undated, but early doctors were Dr. Moore, Dr. Baines, Dr. Knipfel and Dr. Weatherhead.",,I can't find any info on police/constables in Webb..,1910.0,1910 - Earliest burial in North Webb Cemetery.,,,,,,https://digitalcollections.ucalgary.ca/asset-management/2R34080JJSSJ
4263,SK183048,SK,183,48,Netherhill,VL,114,1908.0,,1910.0,,1910.0,CNoR,1908,1908 - First postmaster appointed.,1910.0,1910 - Knox Presbyterian Church; 1911 - St. Agnes Anglican Church,,Undated - First school built in Netherhill. ,,1912.0,Undated - First doctor (Dr. Scott) in Netherhill; 1912 - Early medical health officer (Dr. Neil) in Netherhill.,1912.0,1912 - Early village constable (Mr. Webster) appointed in Netherhill.,1913.0,1913 - Earliest burial in Netherhill Cemetery.,,,,,,
4138,SK181027,SK,181,27,Sutherland,T,961,1908.0,"Settlement truly began in 1884 with homesteaders, but didn't pick up until 1908 with the arrival of CPR.",1912.0,,1908.0,"CPR, CNoR, GTPR, QLSRSC",1908,1908 - First postmaster appointed.,1910.0,"1910 - St. Paul's (Presbyterian) Church, now called St. Paul's United Church",1908.0,1908 - Temporary one-room school house. 1909 - A more permanent schoolhouse was built.,,,,,,,,,,,,,
3750,SK173035,SK,173,35,Limerick,VL,324,1908.0,1908 - Settlement in the RM of Stonehenge was taking hold.,1913.0,,1913.0,CPR,1908,1908 - First postmaster appointed.,1917.0,1917 - Limerick Methodist Church; 1919 - St. Margaret's Anglican Church; 1922 - St. Mary's Roman Catholic Church,1911.0,1911 - Limerick one-room schoolhouse opened.,,,First doctor (John William Corrigal) undated; no significant dates provided.,1913.0,"1913 - ""A constable"" was appointed, unclear if it was town or RNWMP, but likely the latter.",1915.0,1915 - Earliest burial in Hillcrest Cemetery,,,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3408NWX0F
3758,SK173043,SK,173,43,Readlyn,VL,100,1908.0,,1913.0,,1912.0,CPR,1908,1908 - First postmaster appointed.,1915.0,1915 - Readlyn United Church,1914.0,1914 - First school in Readlyn opened.,,,,,,1912.0,1912 - Earliest burial in Readlyn Cemetery.,,,,,,
3757,SK173042,SK,173,42,Ponteix,VL,330,1908.0,"1908 - Settlement began with Notre Dame d'Auvergne, but when the railway arrived in 1913, the site was moved to match it and was renamed to Ponteix.",1914.0,,1914.0,CPR,1908,1908 - Auvergne Post Office established; 1914 - Ponteix Post Office established,1908.0,1908 - Notre Dame D'Auvergne Roman Catholic Church at Auvergne; 1916 - Notre Dame D'Auvergne Roman Catholic Church in Ponteix; 1916 - Unnamed Presbyterian Church; ,1911.0,1911 - Auvergne one-room schoolhouse built; later moved to Ponteix but date of move is unclear (possibly 1914?),,1911.0,1911 - First doctor (O. Lupien); 1917 - Gabriel-St. Joseph Catholic Hospital opened.,1914.0,"1914 - A police station was authorized in Ponteix, possibly staffed by the Saskatchewan Provincial Police?",1909.0,1909 - Earliest burial in Ponteix Roman Catholic Cemetery,1914.0,1914 - The Ponteix Spectator; 1927 - The Ponteix Reporter; more post-1944,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1F0GWB3S
4108,SK180038,SK,180,38,Raymore,VL,280,1908.0,"Homesteading in the area began in 1904, but the town was surveyed and established by 1908.",1909.0,,1908.0,GTPR,1909,1909 - First postmaster appointed.,1909.0,1909 - Sacred Heart Roman Catholic Church; 1911 - St. Martin's Anglican Church; 1918 - Ramyore Union Church; 1918 - Raymore Baptist Church,1911.0,1911 - First schoolhouse opened in Raymore.,,,"No dates given, but resident doctors listed (Dr. Downing, Dr. D. G. Bleakly, Dr. Nelles).",1918.0,Earliest dated mention of a constable (George Santer).,1911.0,1911 - Earliest burial in Raymore Cemetery.,1910.0,1910 - The Raymore Recorder,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1O1QSZXI
4105,SK180035,SK,180,35,Punnichy,VL,200,1908.0,,1909.0,,1908.0,GTPR,1909,1909 - First postmaster appointed.,1914.0,1914 - St. David's Anglican Church; 1921 - Unnamed Presbyterian church; ,1909.0,1909 - First school built in Punnichy.,1888-1996 - Gordon's Indian Day School,1908.0,1908 - First resident doctor (A. C. Phillips).,1909.0,1909 - Earliest presence of an RNWMP detachment in Punnichy.,1914.0,1914 - Punnichy Cemetery established.,,,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1FPLED76
4101,SK180031,SK,180,31,Leross,VL,86,1908.0,"Originally called Eden, later changed to LeRoss.",1909.0,,1908.0,GTPR,1909,1909 - First postmaster appointed.,,No churches in Leross prior to 1936.,1909.0,1909 - First school built in Leross.,,,,,,,,,,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1O1A98M3
4165,SK181054,SK,181,54,Young,VL,310,1908.0,"Settlers started arriving in 1904, but the arrival of the railway founded the townsite.",1910.0,,1907.0,1908 - GTPR; 1910 - CPR,1909,1909 - First postmaster appointed.,1912.0,1912 - St. Patrick Roman Catholic Church; 1913 - Unnamed Union church; 1916 - Young Covenant Church (a Protestant denomination); 1917 - St. Peter's Anglican Church;,1912.0,First schoolhouse in Young built in either 1911 or 1912.,,,"A Mrs. Grant is noted for having operated the first nursing home (for mothers, not seniors) in Young, but is undated.",1911.0,1911 - Young hired a town constable this year.,1914.0,1914 - Earliest burial in Young Cemetery; 1915 - Earliest burial in Old St. Patrick Cemetery,1912.0,1912 - The Young Journal,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1OX9UK_U
4107,SK180037,SK,180,37,Quinton,VL,97,1908.0,,1910.0,,1908.0,GTPR,1909,1909 - First postmaster appointed.,1907.0,1907 - Unnamed German Catholic church (possibly Immaculate Conception Roman Catholic Church),1909.0,1909 - First school built in Quinton.,,,,,Undated - Only mention of town police (Charles Maggs).,1909.0,1909 - Earliest burial in Quinton Catholic Cemetery,,,,,,
3834,SK175031,SK,175,31,Atwater,VL,83,1908.0,,1910.0,,1907.0,GTPR,1909,1909 - First postmaster appointed.,1916.0,"1916 - Kristiana Lutheran Church (partially built, everything but the basement destroyed by a cyclone, but services were held in the basement until building was completed in 1923)",,Between 1909-1911 - First school built in Atwater.,,,,,,1910.0,1910 - Earliest burial in Atwater Community Cemetery; 1910 - Earliest burial in Kristiana Lutheran Cemetery,,,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1F3RCQNX
4152,SK181041,SK,181,41,Glenside,VL,165,1908.0,,1911.0,,1909.0,CPR,1909,1909 - First postmaster appointed.,1916.0,1916 - Glenside Presbyterian Church,1910.0,1910 - First school in Glenside opened.,,,,,,1907.0,1907 - Earliest burial in Glenside Community Cemetery.,,,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1SJLDQT3
4162,SK181051,SK,181,51,Strongfield,VL,119,1908.0,"Townsite originally called Conan, but was renamed Langevin, then Strongfield.",1912.0,,1909.0,CPR,1909,1909 - First postmaster appointed.,1909.0,"1909 - New Strongfield Methodist Church; ""Early 1920s"" - only date available for Lutheran Brethren Church",1911.0,1911 - First school built in Strongfield.,,,,1919.0,1919 - Earliest mention of a village constable (no name given) in Strongfield.,,,,,1901.0,1901 - Saskatchewan Valley Land Company,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1F3U9ST1
4351,SK185041,SK,185,41,Hepburn,VL,178,1908.0,,1919.0,,1910.0,CNoR,1909,1909 - First postmaster appointed.,1910.0,1910 - Hepburn Mennonite Brethern Church,1913.0,1913 - First schoolhouse in Hepburn opened.,,1920.0,1920 - First resident doctor (Dr. Nickel) in Hepburn.,,,1911.0,1911 - Earliest burial in Hepburn Mennonite Cemetery,,,,,,
4260,SK183045,SK,183,45,Luseland,VL,249,1908.0,,1910.0,,1911.0,CPR,1910,1910 - First postmaster appointed.,1909.0,1909 - St. Francis Roman Catholic Mission; 1913 - St. John Lutheran Church; 1913 - Unnamed Presbyterian church; 1914 - Luseland Anglican Ministry (unclear if a church was built this year),1917.0,"1917 - By this time, children were attending school in Luseland, but unsure when the school was built.",,1911.0,1911 - Earliest dated doctor (Dr. Lenz) in Luseland.,1913.0,1913 - Luseland hired a constable from Kerrobert (Bill Tanner); 1914 - An unnamed village constable was hired,1911.0,1911 - Establishment of Luseland Cemetery; 1911 - Earliest burial in St. Francis d'Assisi Cemetery,1910.0,1910 - The Luseland Despatch,1908.0,1908 - The Luse Land [Development] Company; undated but likely around the same time - The International Land and Colonization Company,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1O8IJV7D (Vol 1) and https://digitalcollections.ucalgary.ca/asset-management/2R3BF1OAWKWKW (Vol 2)
3689,SK172023,SK,172,23,Ogema,T,345,1908.0,,1911.0,,1911.0,"CPR, CNoR",1910,1910 - First postmaster appointed.,1912.0,1912 - Holy Trinity Anglican Church; 1912 - Unnamed Methodist church,1911.0,1911 - First schoolhouse opened.,,1911.0,1911 - First doctor (Dr. Allen) in Ogema.,1911.0,1911 - First town constable hired.,1911.0,1911 - Earliest burial in Ogema Cemetery,1911.0,1911 - The Ogema Tribune (also called The Ogema Advocate),,,,
4051,SK179023,SK,179,23,Calder,VL,180,1908.0,The area was originally known as Logberg.,1911.0,,1910.0,CNoR,1911,1911 - First postmaster appointed.,1900.0,"Prior to 1900 - Sts. Peter and Paul Ukrainian Orthodox Church (date based on earliest cemetery burial, no other info available); 1931 - Calder United Church",1912.0,1912 - First schoolhouse in Calder built.,,1918.0,1918 - First hospital built in Calder.,,,1900.0,1900 - Earliest burial in Sts. Peter and Paul Ukrainian Orthodox Cemetery; ,,,,"Undated - James A. Calder was involved with the Western Canada Land and Development Company, but unclear if that company was involved in settling Calder.",,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1ORQLZ5I
3848,SK175045,SK,175,45,MacNutt,VL,179,1908.0,Village site was relocated around 1910 at the request of CNoR.,1913.0,,1910.0,CNoR,1911,1911 - First postmaster appointed.,1907.0,1907 - Christ Lutheran Church,1914.0,1914 - First schoolhouse in MacNutt.,,1925.0,Undated but prior to WWI - registered nurse in MacNutt (Jennie Coleman); 1925 - First resident doctor (John Lee) in MacNutt.,,After 1918 - earliest mention of village constable (Frank Rupp).,1908.0,1908 - Earliest burial in Christ Lutheran Cemetery,,,1887.0,"1887 - Thomas MacNutt was a manager for the Commercial Colonization Company and the Canada Settlers Company, though unclear if the company was part of settling the village of MacNutt.",,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1ORQLZ5I
4015,SK178036,SK,178,36,Hughton,VL,88,1908.0,,1913.0,,1913.0,CNoR,1911,1911 - First postmaster appointed.,1924.0,1924 - Hughton United Church,1916.0,1916 - First school opened in Hughton. Prior schools were outside the townsite.,,,,,,1904.0,1904 - Earliest burial in Hughton Monet Cemetery.,,,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1F0GGNN0
4005,SK178026,SK,178,26,Cabri,T,532,1908.0,"1908 - Settlers start arriving in the area. 1912 - First post office, first council of the Village of Cabri.",1912.0,,1911.0,CPR,1912,1912 - First post office opened.,1912.0,1912 - Unnamed Methodist church; 1916 - Scandia Evangelical Lutheran Church; 1928 - St. Andrew's Anglican Church; ,1913.0,1913 - First schoolhouse opened.,,,,1915.0,1915 - RNWMP Division A was present in Cabri.,1913.0,1913 - Earliest burial in Cabri Cemetery.,1912.0,1912 - The Cabri Clarion,,,,
4438,SK187031,SK,187,31,Turtleford,VL,288,1908.0,"Homesteading began in 1904, but buildings in what would become Turtleford began in 1908.",1914.0,,1914.0,CNoR,1913,1913 - First postmaster appointed.,1918.0,"Prior to 1918 - Turtleford United Church (either Presbyterian or Methodist, unsure); 1927 - Holy Trinity Anglican Church ",1916.0,1916 - First school opened.,,1928.0,"Earliest doctors undated but prior to 1928 (Dr. Allen, Dr. Joyce, Dr. McClelland, Dr. Baker and Dr. Nunn.).",1901.0,1901 - NWMP Division C had been in the area since at least this time.,1913.0,1913 - Earliest burial in Turtleford Cemetery.,1915.0,1915 - The Turtleford Record,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1SJLAAFF
4212,SK182045,SK,182,45,Tessier,VL,68,1909.0,,1909.0,,1908.0,CNoR,1906,1906 - First postmaster appointed.,1913.0,1913 - Unnamed Presbyterian church,1910.0,1910 - First school opened in Tessier.,,1904.0,1904 - Early village doctor (Dr. Tessier) for whom the village is named.,,,1910.0,1910 - Tessier Cemetery established.,,The 1910s - The Tessier Times.,,,,
3971,SK177043,SK,177,43,Marquis,VL,126,1909.0,Originally called Grande Prairie until 1907.,1910.0,,1908.0,CPR,1907,1907 - First postmaster appointed.,1910.0,1910 - Unnamed Presbyterian church; 1916 - St. John the Evangelist Roman Catholic Church,1912.0,1912 - First school moved to the village of Marquis (school was built in 1903).,,,,,,1920.0,1920 - Earliest burials in both Marquis Cemetery and St. John's Cemetery. Unable to find earlier cemeteries.,,,,,,
3906,SK176047,SK,176,47,Findlater,VL,93,1909.0,,1911.0,,1889.0,QLSRSC,1908,1908 - First postmaster appointed.,1914.0,1914 - Christ Church (Anglican); 1920 - United Church of Findlater,1909.0,1909 - First school opened in Findlater.,,,,1912.0,1912 - Early village constable (Arthur Machan).,1911.0,1911 - Earliest burial in Findlater Cemetery.,,,,,,
3960,SK177032,SK,177,32,Bridgeford,VL,63,1909.0,,1912.0,,1908.0,CPR,1909,1909 - First postmaster appointed.,1913.0,1913 - Bridgeford Presbyterian Church; 1928 - St. Helen Roman Catholic Church,1907.0,"1907 - First school built in Fairdale School District, which became Bridgeford SD in 1920.",,1909.0,1909 - First village doctor (Dr. Hodgeson) in Bridgeford.,,,1914.0,1914 - Bridgeford Cemetery established.,,,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3408NWDEY
